"ï..region","subregion","country","agency","calendar_year","location_type","amount"
"Africa","Africa","Africa","DPKO",2020,"REG",278475767.9
"Africa","Africa","Africa","FAO",2020,"REG",35480462.62
"Africa","Africa","Africa","ICAO",2020,"REG",9135141.17
"Africa","Africa","Africa","ILO",2020,"REG",24821254.19
"Africa","Africa","Africa","IMO",2020,"REG",823683.78
"Africa","Africa","Africa","IOM",2020,"REG",34490152.89
"Africa","Africa","Africa","ITU",2020,"REG",710732.73
"Africa","Africa","Africa","UN",2020,"REG",21262843.6
"Africa","Africa","Africa","UNDP",2020,"REG",27295765.88
"Africa","Africa","Africa","UNEP",2020,"REG",6073027.18
"Africa","Africa","Africa","UNESCO",2020,"REG",90308024
"Africa","Africa","Africa","UNFPA",2020,"REG",23312244.46
"Africa","Africa","Africa","UNHABITAT",2020,"REG",1753524.86
"Africa","Africa","Africa","UNICEF",2020,"REG",60134863.65
"Africa","Africa","Africa","UNIDO",2020,"REG",19325289.91
"Africa","Africa","Africa","UNODC",2020,"REG",2348476.34
"Africa","Africa","Africa","UNWTO",2020,"REG",2785.47
"Africa","Africa","Africa","UPU",2020,"REG",68536.81
"Africa","Africa","Africa","WHO",2020,"REG",155755582
"Africa","Eastern Africa","Burundi","FAO",2020,"COU",5758687.15
"Africa","Eastern Africa","Burundi","ICC",2020,"COU",3976641.72
"Africa","Eastern Africa","Burundi","ILO",2020,"COU",999121.25
"Africa","Eastern Africa","Burundi","IOM",2020,"COU",8962999.54
"Africa","Eastern Africa","Burundi","UN",2020,"COU",16148071.01
"Africa","Eastern Africa","Burundi","UNAIDS",2020,"COU",471443
"Africa","Eastern Africa","Burundi","UNCDF",2020,"COU",234899.13
"Africa","Eastern Africa","Burundi","UNDP",2020,"COU",54398277.33
"Africa","Eastern Africa","Burundi","UNEP",2020,"COU",42721.6
"Africa","Eastern Africa","Burundi","UNFPA",2020,"COU",5381794.93
"Africa","Eastern Africa","Burundi","UNHCR",2020,"COU",27795871.47
"Africa","Eastern Africa","Burundi","UNICEF",2020,"COU",38596724.65
"Africa","Eastern Africa","Burundi","UNIDO",2020,"COU",358389.15
"Africa","Eastern Africa","Burundi","UNOPS",2020,"COU",864739.72
"Africa","Eastern Africa","Burundi","UNV",2020,"COU",2829.49
"Africa","Eastern Africa","Burundi","UNWOMEN",2020,"COU",1869023.16
"Africa","Eastern Africa","Burundi","UPU",2020,"COU",8272.93
"Africa","Eastern Africa","Burundi","WFP",2020,"COU",36934692.38
"Africa","Eastern Africa","Burundi","WHO",2020,"COU",7344058
"Africa","Eastern Africa","Burundi","WMO",2020,"COU",2226.5
"Africa","Eastern Africa","Comoros","FAO",2020,"COU",296926.28
"Africa","Eastern Africa","Comoros","ILO",2020,"COU",807785.2
"Africa","Eastern Africa","Comoros","IOM",2020,"COU",112131.35
"Africa","Eastern Africa","Comoros","UN",2020,"COU",1312370.92
"Africa","Eastern Africa","Comoros","UNDP",2020,"COU",16503938.93
"Africa","Eastern Africa","Comoros","UNEP",2020,"COU",870280.84
"Africa","Eastern Africa","Comoros","UNFPA",2020,"COU",916802.27
"Africa","Eastern Africa","Comoros","UNICEF",2020,"COU",7047003.22
"Africa","Eastern Africa","Comoros","UNIDO",2020,"COU",3290.35
"Africa","Eastern Africa","Comoros","UNOPS",2020,"COU",148921.38
"Africa","Eastern Africa","Comoros","UNV",2020,"COU",1197.75
"Africa","Eastern Africa","Comoros","UPU",2020,"COU",37895.81
"Africa","Eastern Africa","Comoros","WFP",2020,"COU",253271.23
"Africa","Eastern Africa","Comoros","WHO",2020,"COU",2161017
"Africa","Eastern Africa","Comoros","WMO",2020,"COU",31597.96
"Africa","Eastern Africa","Djibouti","FAO",2020,"COU",4313581.24
"Africa","Eastern Africa","Djibouti","ICAO",2020,"COU",73468.98
"Africa","Eastern Africa","Djibouti","ILO",2020,"COU",391806.36
"Africa","Eastern Africa","Djibouti","IOM",2020,"COU",3971116.21
"Africa","Eastern Africa","Djibouti","UN",2020,"COU",3320943.88
"Africa","Eastern Africa","Djibouti","UNAIDS",2020,"COU",166549
"Africa","Eastern Africa","Djibouti","UNDP",2020,"COU",9222424.14
"Africa","Eastern Africa","Djibouti","UNEP",2020,"COU",155033
"Africa","Eastern Africa","Djibouti","UNFPA",2020,"COU",1697598.06
"Africa","Eastern Africa","Djibouti","UNHCR",2020,"COU",9040717.39
"Africa","Eastern Africa","Djibouti","UNICEF",2020,"COU",9852204.55
"Africa","Eastern Africa","Djibouti","UNODC",2020,"COU",235248.72
"Africa","Eastern Africa","Djibouti","UNOPS",2020,"COU",1180807.37
"Africa","Eastern Africa","Djibouti","WFP",2020,"COU",14261959.98
"Africa","Eastern Africa","Djibouti","WHO",2020,"COU",3624872
"Africa","Eastern Africa","Eastern Africa","FAO",2020,"SUB",6286908.07
"Africa","Eastern Africa","Eastern Africa","ILO",2020,"SUB",184203.61
"Africa","Eastern Africa","Eastern Africa","IOM",2020,"SUB",4071211.55
"Africa","Eastern Africa","Eastern Africa","UN",2020,"SUB",1651310.32
"Africa","Eastern Africa","Eastern Africa","UNDP",2020,"SUB",3677124.46
"Africa","Eastern Africa","Eastern Africa","UNHABITAT",2020,"SUB",0
"Africa","Eastern Africa","Eastern Africa","UNHCR",2020,"SUB",17571388.81
"Africa","Eastern Africa","Eastern Africa","UNODC",2020,"SUB",13769409.93
"Africa","Eastern Africa","Eastern Africa","UNWOMEN",2020,"SUB",8653984.75
"Africa","Eastern Africa","Eritrea","FAO",2020,"COU",2309062.88
"Africa","Eastern Africa","Eritrea","ILO",2020,"COU",574965.57
"Africa","Eastern Africa","Eritrea","UN",2020,"COU",1712417.51
"Africa","Eastern Africa","Eritrea","UNAIDS",2020,"COU",259087
"Africa","Eastern Africa","Eritrea","UNDP",2020,"COU",9485037.18
"Africa","Eastern Africa","Eritrea","UNEP",2020,"COU",286029.6
"Africa","Eastern Africa","Eritrea","UNFPA",2020,"COU",1714532.73
"Africa","Eastern Africa","Eritrea","UNHCR",2020,"COU",1290063.46
"Africa","Eastern Africa","Eritrea","UNICEF",2020,"COU",18576660.3
"Africa","Eastern Africa","Eritrea","UNIDO",2020,"COU",7393.37
"Africa","Eastern Africa","Eritrea","UNODC",2020,"COU",307.66
"Africa","Eastern Africa","Eritrea","UNOPS",2020,"COU",616853.84
"Africa","Eastern Africa","Eritrea","WFP",2020,"COU",320098.71
"Africa","Eastern Africa","Eritrea","WHO",2020,"COU",2132564
"Africa","Eastern Africa","Ethiopia","FAO",2020,"COU",26366973.88
"Africa","Eastern Africa","Ethiopia","ICAO",2020,"COU",779511.66
"Africa","Eastern Africa","Ethiopia","ILO",2020,"COU",9435671.77
"Africa","Eastern Africa","Ethiopia","IOM",2020,"COU",33260796.95
"Africa","Eastern Africa","Ethiopia","UN",2020,"COU",209474709.19
"Africa","Eastern Africa","Ethiopia","UNAIDS",2020,"COU",1265210
"Africa","Eastern Africa","Ethiopia","UNCDF",2020,"COU",492804.65
"Africa","Eastern Africa","Ethiopia","UNDP",2020,"COU",60942253.64
"Africa","Eastern Africa","Ethiopia","UNEP",2020,"COU",47950
"Africa","Eastern Africa","Ethiopia","UNFPA",2020,"COU",18285328.92
"Africa","Eastern Africa","Ethiopia","UNHABITAT",2020,"COU",2230892.16
"Africa","Eastern Africa","Ethiopia","UNHCR",2020,"COU",121027005.05
"Africa","Eastern Africa","Ethiopia","UNICEF",2020,"COU",168723156.87
"Africa","Eastern Africa","Ethiopia","UNIDO",2020,"COU",9817950.74
"Africa","Eastern Africa","Ethiopia","UNODC",2020,"COU",430410.97
"Africa","Eastern Africa","Ethiopia","UNOPS",2020,"COU",5286650.12
"Africa","Eastern Africa","Ethiopia","UNV",2020,"COU",7.84
"Africa","Eastern Africa","Ethiopia","UNWOMEN",2020,"COU",8528889.28
"Africa","Eastern Africa","Ethiopia","UPU",2020,"COU",49924.12
"Africa","Eastern Africa","Ethiopia","WFP",2020,"COU",451824046.58
"Africa","Eastern Africa","Ethiopia","WHO",2020,"COU",39858523
"Africa","Eastern Africa","Ethiopia","WMO",2020,"COU",34665.91
"Africa","Eastern Africa","Kenya","FAO",2020,"COU",20332751.24
"Africa","Eastern Africa","Kenya","ICC",2020,"COU",20680.98
"Africa","Eastern Africa","Kenya","ILO",2020,"COU",5689111.58
"Africa","Eastern Africa","Kenya","IOM",2020,"COU",2702191.25
"Africa","Eastern Africa","Kenya","ITU",2020,"COU",3785.96
"Africa","Eastern Africa","Kenya","UN",2020,"COU",145669160.67
"Africa","Eastern Africa","Kenya","UNAIDS",2020,"COU",1655587
"Africa","Eastern Africa","Kenya","UNCDF",2020,"COU",10488.68
"Africa","Eastern Africa","Kenya","UNDP",2020,"COU",25652241.33
"Africa","Eastern Africa","Kenya","UNEP",2020,"COU",987955.61
"Africa","Eastern Africa","Kenya","UNFPA",2020,"COU",10614346.25
"Africa","Eastern Africa","Kenya","UNHABITAT",2020,"COU",737823.52
"Africa","Eastern Africa","Kenya","UNHCR",2020,"COU",93252170.15
"Africa","Eastern Africa","Kenya","UNICEF",2020,"COU",56833720.43
"Africa","Eastern Africa","Kenya","UNIDO",2020,"COU",2037100.99
"Africa","Eastern Africa","Kenya","UNODC",2020,"COU",4583863.04
"Africa","Eastern Africa","Kenya","UNOPS",2020,"COU",9294790.59
"Africa","Eastern Africa","Kenya","UNV",2020,"COU",2605.5
"Africa","Eastern Africa","Kenya","UNWOMEN",2020,"COU",4162941.4
"Africa","Eastern Africa","Kenya","WFP",2020,"COU",147489895.87
"Africa","Eastern Africa","Kenya","WHO",2020,"COU",11194177
"Africa","Eastern Africa","Kenya","WMO",2020,"COU",464047.57
"Africa","Eastern Africa","Madagascar","FAO",2020,"COU",3916351.91
"Africa","Eastern Africa","Madagascar","ILO",2020,"COU",5167940.52
"Africa","Eastern Africa","Madagascar","IOM",2020,"COU",658642.83
"Africa","Eastern Africa","Madagascar","ITU",2020,"COU",23.78
"Africa","Eastern Africa","Madagascar","UN",2020,"COU",5710004.42
"Africa","Eastern Africa","Madagascar","UNAIDS",2020,"COU",545911
"Africa","Eastern Africa","Madagascar","UNCDF",2020,"COU",248378.82
"Africa","Eastern Africa","Madagascar","UNDP",2020,"COU",24697661.01
"Africa","Eastern Africa","Madagascar","UNEP",2020,"COU",1795569.57
"Africa","Eastern Africa","Madagascar","UNFPA",2020,"COU",7250179.13
"Africa","Eastern Africa","Madagascar","UNICEF",2020,"COU",39623783.27
"Africa","Eastern Africa","Madagascar","UNIDO",2020,"COU",773107.8
"Africa","Eastern Africa","Madagascar","UNOPS",2020,"COU",906742.09
"Africa","Eastern Africa","Madagascar","UNV",2020,"COU",240
"Africa","Eastern Africa","Madagascar","UNWTO",2020,"COU",1224.45
"Africa","Eastern Africa","Madagascar","UPU",2020,"COU",58084.94
"Africa","Eastern Africa","Madagascar","WFP",2020,"COU",31319749.69
"Africa","Eastern Africa","Madagascar","WHO",2020,"COU",11413138
"Africa","Eastern Africa","Malawi","FAO",2020,"COU",13928911.82
"Africa","Eastern Africa","Malawi","ILO",2020,"COU",2159090.49
"Africa","Eastern Africa","Malawi","IOM",2020,"COU",376259.7
"Africa","Eastern Africa","Malawi","UN",2020,"COU",1454296.13
"Africa","Eastern Africa","Malawi","UNAIDS",2020,"COU",1424782
"Africa","Eastern Africa","Malawi","UNCDF",2020,"COU",16150
"Africa","Eastern Africa","Malawi","UNDP",2020,"COU",36052751.01
"Africa","Eastern Africa","Malawi","UNEP",2020,"COU",379229
"Africa","Eastern Africa","Malawi","UNFPA",2020,"COU",20670941.18
"Africa","Eastern Africa","Malawi","UNHCR",2020,"COU",11773978.41
"Africa","Eastern Africa","Malawi","UNICEF",2020,"COU",59541804.21
"Africa","Eastern Africa","Malawi","UNIDO",2020,"COU",16667.24
"Africa","Eastern Africa","Malawi","UNODC",2020,"COU",699279.78
"Africa","Eastern Africa","Malawi","UNOPS",2020,"COU",86034.25
"Africa","Eastern Africa","Malawi","UNWOMEN",2020,"COU",4180197.21
"Africa","Eastern Africa","Malawi","UNWTO",2020,"COU",3937.26
"Africa","Eastern Africa","Malawi","WFP",2020,"COU",48472046.07
"Africa","Eastern Africa","Malawi","WHO",2020,"COU",4688680
"Africa","Eastern Africa","Malawi","WMO",2020,"COU",106924.12
"Africa","Eastern Africa","Mauritius","FAO",2020,"COU",132762.55
"Africa","Eastern Africa","Mauritius","ILO",2020,"COU",251743.44
"Africa","Eastern Africa","Mauritius","IOM",2020,"COU",59100.23
"Africa","Eastern Africa","Mauritius","UN",2020,"COU",1668719.94
"Africa","Eastern Africa","Mauritius","UNDP",2020,"COU",17575875.17
"Africa","Eastern Africa","Mauritius","UNEP",2020,"COU",151517.63
"Africa","Eastern Africa","Mauritius","UNFPA",2020,"COU",137341.75
"Africa","Eastern Africa","Mauritius","UNIDO",2020,"COU",200730.16
"Africa","Eastern Africa","Mauritius","WHO",2020,"COU",1294425
"Africa","Eastern Africa","Mozambique","FAO",2020,"COU",16177958.6
"Africa","Eastern Africa","Mozambique","ICAO",2020,"COU",46.24
"Africa","Eastern Africa","Mozambique","ILO",2020,"COU",3599237.6
"Africa","Eastern Africa","Mozambique","IOM",2020,"COU",11906624.84
"Africa","Eastern Africa","Mozambique","UN",2020,"COU",15129916.9
"Africa","Eastern Africa","Mozambique","UNAIDS",2020,"COU",1494619
"Africa","Eastern Africa","Mozambique","UNCDF",2020,"COU",3776641.75
"Africa","Eastern Africa","Mozambique","UNDP",2020,"COU",34741232.09
"Africa","Eastern Africa","Mozambique","UNEP",2020,"COU",150296.88
"Africa","Eastern Africa","Mozambique","UNFPA",2020,"COU",20454444.99
"Africa","Eastern Africa","Mozambique","UNHABITAT",2020,"COU",1281437.52
"Africa","Eastern Africa","Mozambique","UNHCR",2020,"COU",5517268.03
"Africa","Eastern Africa","Mozambique","UNICEF",2020,"COU",84016879.3
"Africa","Eastern Africa","Mozambique","UNIDO",2020,"COU",2030233.04
"Africa","Eastern Africa","Mozambique","UNODC",2020,"COU",88062.58
"Africa","Eastern Africa","Mozambique","UNOPS",2020,"COU",1508249.64
"Africa","Eastern Africa","Mozambique","UNWOMEN",2020,"COU",3515222.27
"Africa","Eastern Africa","Mozambique","UNWTO",2020,"COU",384.01
"Africa","Eastern Africa","Mozambique","UPU",2020,"COU",54875.42
"Africa","Eastern Africa","Mozambique","WFP",2020,"COU",113917314.29
"Africa","Eastern Africa","Mozambique","WHO",2020,"COU",10014937
"Africa","Eastern Africa","Rwanda","FAO",2020,"COU",2287769.99
"Africa","Eastern Africa","Rwanda","ICAO",2020,"COU",116.58
"Africa","Eastern Africa","Rwanda","ILO",2020,"COU",557648.8
"Africa","Eastern Africa","Rwanda","IOM",2020,"COU",1304961.42
"Africa","Eastern Africa","Rwanda","UN",2020,"COU",3211242
"Africa","Eastern Africa","Rwanda","UNAIDS",2020,"COU",679575
"Africa","Eastern Africa","Rwanda","UNCDF",2020,"COU",111132.22
"Africa","Eastern Africa","Rwanda","UNDP",2020,"COU",16921399.85
"Africa","Eastern Africa","Rwanda","UNEP",2020,"COU",1087504.16
"Africa","Eastern Africa","Rwanda","UNFPA",2020,"COU",4345554.11
"Africa","Eastern Africa","Rwanda","UNHABITAT",2020,"COU",179523.62
"Africa","Eastern Africa","Rwanda","UNHCR",2020,"COU",47690743.06
"Africa","Eastern Africa","Rwanda","UNICEF",2020,"COU",23097447.94
"Africa","Eastern Africa","Rwanda","UNIDO",2020,"COU",332385.02
"Africa","Eastern Africa","Rwanda","UNOPS",2020,"COU",228300.86
"Africa","Eastern Africa","Rwanda","UNWOMEN",2020,"COU",2156622.96
"Africa","Eastern Africa","Rwanda","UPU",2020,"COU",10084.94
"Africa","Eastern Africa","Rwanda","WFP",2020,"COU",27454132.47
"Africa","Eastern Africa","Rwanda","WHO",2020,"COU",5865858
"Africa","Eastern Africa","Rwanda","WMO",2020,"COU",215.18
"Africa","Eastern Africa","Seychelles","FAO",2020,"COU",277743.54
"Africa","Eastern Africa","Seychelles","ICAO",2020,"COU",16459.61
"Africa","Eastern Africa","Seychelles","ILO",2020,"COU",262840.98
"Africa","Eastern Africa","Seychelles","UN",2020,"COU",32036.67
"Africa","Eastern Africa","Seychelles","UNDP",2020,"COU",2429687.15
"Africa","Eastern Africa","Seychelles","UNEP",2020,"COU",-25000
"Africa","Eastern Africa","Seychelles","UNFPA",2020,"COU",39425.93
"Africa","Eastern Africa","Seychelles","UNIDO",2020,"COU",3095.41
"Africa","Eastern Africa","Seychelles","UNWTO",2020,"COU",28477.94
"Africa","Eastern Africa","Seychelles","WHO",2020,"COU",1229079
"Africa","Eastern Africa","Somalia","DPKO",2020,"COU",734143987
"Africa","Eastern Africa","Somalia","FAO",2020,"COU",110506042.66
"Africa","Eastern Africa","Somalia","ICAO",2020,"COU",4434562.61
"Africa","Eastern Africa","Somalia","ILO",2020,"COU",5335418.77
"Africa","Eastern Africa","Somalia","IOM",2020,"COU",59578781.19
"Africa","Eastern Africa","Somalia","UN",2020,"COU",178708406.29
"Africa","Eastern Africa","Somalia","UNCDF",2020,"COU",5542370.53
"Africa","Eastern Africa","Somalia","UNDP",2020,"COU",68690063.15
"Africa","Eastern Africa","Somalia","UNEP",2020,"COU",59638.72
"Africa","Eastern Africa","Somalia","UNFPA",2020,"COU",21854953.3
"Africa","Eastern Africa","Somalia","UNHABITAT",2020,"COU",12897115.61
"Africa","Eastern Africa","Somalia","UNHCR",2020,"COU",52724021.68
"Africa","Eastern Africa","Somalia","UNICEF",2020,"COU",173496015.37
"Africa","Eastern Africa","Somalia","UNIDO",2020,"COU",3130689.28
"Africa","Eastern Africa","Somalia","UNODC",2020,"COU",239336.87
"Africa","Eastern Africa","Somalia","UNOPS",2020,"COU",67898750.56
"Africa","Eastern Africa","Somalia","UNWOMEN",2020,"COU",2155589.66
"Africa","Eastern Africa","Somalia","UPU",2020,"COU",21661.38
"Africa","Eastern Africa","Somalia","WFP",2020,"COU",280592145.5
"Africa","Eastern Africa","Somalia","WHO",2020,"COU",31988824
"Africa","Eastern Africa","South Sudan","DPKO",2020,"COU",1311127683
"Africa","Eastern Africa","South Sudan","FAO",2020,"COU",79260481.56
"Africa","Eastern Africa","South Sudan","ILO",2020,"COU",694387.37
"Africa","Eastern Africa","South Sudan","IOM",2020,"COU",79860393.06
"Africa","Eastern Africa","South Sudan","UN",2020,"COU",69409785.74
"Africa","Eastern Africa","South Sudan","UNAIDS",2020,"COU",1028629
"Africa","Eastern Africa","South Sudan","UNDP",2020,"COU",65719159.01
"Africa","Eastern Africa","South Sudan","UNEP",2020,"COU",30000
"Africa","Eastern Africa","South Sudan","UNFPA",2020,"COU",21475228.82
"Africa","Eastern Africa","South Sudan","UNHABITAT",2020,"COU",492880.54
"Africa","Eastern Africa","South Sudan","UNHCR",2020,"COU",108441570.52
"Africa","Eastern Africa","South Sudan","UNICEF",2020,"COU",196957675.93
"Africa","Eastern Africa","South Sudan","UNIDO",2020,"COU",3806052.21
"Africa","Eastern Africa","South Sudan","UNOPS",2020,"COU",49462867.78
"Africa","Eastern Africa","South Sudan","UNWOMEN",2020,"COU",4120635.31
"Africa","Eastern Africa","South Sudan","WFP",2020,"COU",619968543.66
"Africa","Eastern Africa","South Sudan","WHO",2020,"COU",34739451
"Africa","Eastern Africa","Uganda","FAO",2020,"COU",12750840.93
"Africa","Eastern Africa","Uganda","ICAO",2020,"COU",-5091.42
"Africa","Eastern Africa","Uganda","ICC",2020,"COU",4287418.41
"Africa","Eastern Africa","Uganda","ILO",2020,"COU",3224859.23
"Africa","Eastern Africa","Uganda","IOM",2020,"COU",3720906.71
"Africa","Eastern Africa","Uganda","UN",2020,"COU",14063592.71
"Africa","Eastern Africa","Uganda","UNAIDS",2020,"COU",2058936
"Africa","Eastern Africa","Uganda","UNCDF",2020,"COU",9387887.18
"Africa","Eastern Africa","Uganda","UNDP",2020,"COU",22828137.67
"Africa","Eastern Africa","Uganda","UNEP",2020,"COU",116686.35
"Africa","Eastern Africa","Uganda","UNFPA",2020,"COU",19380067.24
"Africa","Eastern Africa","Uganda","UNHABITAT",2020,"COU",288701.15
"Africa","Eastern Africa","Uganda","UNHCR",2020,"COU",132813752.29
"Africa","Eastern Africa","Uganda","UNICEF",2020,"COU",76688180
"Africa","Eastern Africa","Uganda","UNIDO",2020,"COU",1593811.73
"Africa","Eastern Africa","Uganda","UNODC",2020,"COU",34713.94
"Africa","Eastern Africa","Uganda","UNOPS",2020,"COU",2763587.73
"Africa","Eastern Africa","Uganda","UNV",2020,"COU",-4648.62
"Africa","Eastern Africa","Uganda","UNWOMEN",2020,"COU",12563005.64
"Africa","Eastern Africa","Uganda","WFP",2020,"COU",154059083.66
"Africa","Eastern Africa","Uganda","WHO",2020,"COU",16082338
"Africa","Eastern Africa","Uganda","WMO",2020,"COU",61693.09
"Africa","Eastern Africa","United Republic of Tanzania","FAO",2020,"COU",4371693.22
"Africa","Eastern Africa","United Republic of Tanzania","ILO",2020,"COU",3221985.27
"Africa","Eastern Africa","United Republic of Tanzania","IOM",2020,"COU",2921102.04
"Africa","Eastern Africa","United Republic of Tanzania","UN",2020,"COU",1356400.87
"Africa","Eastern Africa","United Republic of Tanzania","UNAIDS",2020,"COU",2138707
"Africa","Eastern Africa","United Republic of Tanzania","UNCDF",2020,"COU",1571725.65
"Africa","Eastern Africa","United Republic of Tanzania","UNDP",2020,"COU",24649480.66
"Africa","Eastern Africa","United Republic of Tanzania","UNEP",2020,"COU",485034.24
"Africa","Eastern Africa","United Republic of Tanzania","UNFPA",2020,"COU",13471738.97
"Africa","Eastern Africa","United Republic of Tanzania","UNHABITAT",2020,"COU",475977.73
"Africa","Eastern Africa","United Republic of Tanzania","UNHCR",2020,"COU",49572015.44
"Africa","Eastern Africa","United Republic of Tanzania","UNICEF",2020,"COU",57040549.66
"Africa","Eastern Africa","United Republic of Tanzania","UNIDO",2020,"COU",2213358.54
"Africa","Eastern Africa","United Republic of Tanzania","UNODC",2020,"COU",19675.81
"Africa","Eastern Africa","United Republic of Tanzania","UNOPS",2020,"COU",2268869.68
"Africa","Eastern Africa","United Republic of Tanzania","UNWOMEN",2020,"COU",6533087.21
"Africa","Eastern Africa","United Republic of Tanzania","WFP",2020,"COU",42545894.93
"Africa","Eastern Africa","United Republic of Tanzania","WHO",2020,"COU",9929655
"Africa","Eastern Africa","United Republic of Tanzania","WMO",2020,"COU",259862.97
"Africa","Eastern Africa","Zambia","FAO",2020,"COU",3796051.93
"Africa","Eastern Africa","Zambia","ILO",2020,"COU",3991345.36
"Africa","Eastern Africa","Zambia","IOM",2020,"COU",763269.09
"Africa","Eastern Africa","Zambia","UN",2020,"COU",1826942.15
"Africa","Eastern Africa","Zambia","UNAIDS",2020,"COU",1288561
"Africa","Eastern Africa","Zambia","UNCDF",2020,"COU",541680.59
"Africa","Eastern Africa","Zambia","UNDP",2020,"COU",15480014.91
"Africa","Eastern Africa","Zambia","UNEP",2020,"COU",215425.77
"Africa","Eastern Africa","Zambia","UNFPA",2020,"COU",8640770.78
"Africa","Eastern Africa","Zambia","UNHABITAT",2020,"COU",162866.23
"Africa","Eastern Africa","Zambia","UNHCR",2020,"COU",12707344.2
"Africa","Eastern Africa","Zambia","UNICEF",2020,"COU",49816618.71
"Africa","Eastern Africa","Zambia","UNIDO",2020,"COU",640741.92
"Africa","Eastern Africa","Zambia","UNODC",2020,"COU",229237.74
"Africa","Eastern Africa","Zambia","UNOPS",2020,"COU",410387.62
"Africa","Eastern Africa","Zambia","UNV",2020,"COU",2576.81
"Africa","Eastern Africa","Zambia","UPU",2020,"COU",5388.45
"Africa","Eastern Africa","Zambia","WFP",2020,"COU",19242822.36
"Africa","Eastern Africa","Zambia","WHO",2020,"COU",7985468
"Africa","Eastern Africa","Zimbabwe","FAO",2020,"COU",22709568.81
"Africa","Eastern Africa","Zimbabwe","ILO",2020,"COU",6066795.94
"Africa","Eastern Africa","Zimbabwe","IOM",2020,"COU",3638342.5
"Africa","Eastern Africa","Zimbabwe","UN",2020,"COU",36713138.13
"Africa","Eastern Africa","Zimbabwe","UNAIDS",2020,"COU",1392158
"Africa","Eastern Africa","Zimbabwe","UNDP",2020,"COU",177913153.8
"Africa","Eastern Africa","Zimbabwe","UNEP",2020,"COU",287232.22
"Africa","Eastern Africa","Zimbabwe","UNFPA",2020,"COU",19124027.07
"Africa","Eastern Africa","Zimbabwe","UNHCR",2020,"COU",7483369.62
"Africa","Eastern Africa","Zimbabwe","UNICEF",2020,"COU",111479971.53
"Africa","Eastern Africa","Zimbabwe","UNIDO",2020,"COU",181714.34
"Africa","Eastern Africa","Zimbabwe","UNODC",2020,"COU",29536.45
"Africa","Eastern Africa","Zimbabwe","UNOPS",2020,"COU",5604504.48
"Africa","Eastern Africa","Zimbabwe","UNWOMEN",2020,"COU",2890771.99
"Africa","Eastern Africa","Zimbabwe","UNWTO",2020,"COU",36924.49
"Africa","Eastern Africa","Zimbabwe","WFP",2020,"COU",228222336.78
"Africa","Eastern Africa","Zimbabwe","WHO",2020,"COU",9030206
"Africa","Middle Africa","Angola","FAO",2020,"COU",5653029.61
"Africa","Middle Africa","Angola","ICAO",2020,"COU",244190.62
"Africa","Middle Africa","Angola","ILO",2020,"COU",1014146.44
"Africa","Middle Africa","Angola","IOM",2020,"COU",119928.84
"Africa","Middle Africa","Angola","UN",2020,"COU",6009300.33
"Africa","Middle Africa","Angola","UNAIDS",2020,"COU",1234985
"Africa","Middle Africa","Angola","UNDP",2020,"COU",22435714.72
"Africa","Middle Africa","Angola","UNEP",2020,"COU",116855.83
"Africa","Middle Africa","Angola","UNFPA",2020,"COU",3695415.11
"Africa","Middle Africa","Angola","UNHABITAT",2020,"COU",16103.44
"Africa","Middle Africa","Angola","UNHCR",2020,"COU",9838533.12
"Africa","Middle Africa","Angola","UNICEF",2020,"COU",28861586.36
"Africa","Middle Africa","Angola","UNIDO",2020,"COU",50171.72
"Africa","Middle Africa","Angola","UNOPS",2020,"COU",69594.49
"Africa","Middle Africa","Angola","WFP",2020,"COU",2578230.7
"Africa","Middle Africa","Angola","WHO",2020,"COU",15093799
"Africa","Middle Africa","Cameroon","FAO",2020,"COU",5211693.07
"Africa","Middle Africa","Cameroon","ILO",2020,"COU",7098885.84
"Africa","Middle Africa","Cameroon","IOM",2020,"COU",2522471.89
"Africa","Middle Africa","Cameroon","UN",2020,"COU",14415928.42
"Africa","Middle Africa","Cameroon","UNAIDS",2020,"COU",1165090
"Africa","Middle Africa","Cameroon","UNDP",2020,"COU",30335946.6
"Africa","Middle Africa","Cameroon","UNEP",2020,"COU",919169
"Africa","Middle Africa","Cameroon","UNFPA",2020,"COU",11229823.14
"Africa","Middle Africa","Cameroon","UNHABITAT",2020,"COU",148347.91
"Africa","Middle Africa","Cameroon","UNHCR",2020,"COU",47006168.85
"Africa","Middle Africa","Cameroon","UNICEF",2020,"COU",47180550.07
"Africa","Middle Africa","Cameroon","UNIDO",2020,"COU",1052628.69
"Africa","Middle Africa","Cameroon","UNOPS",2020,"COU",2033974.31
"Africa","Middle Africa","Cameroon","UNV",2020,"COU",66324.35
"Africa","Middle Africa","Cameroon","UNWOMEN",2020,"COU",2583302.54
"Africa","Middle Africa","Cameroon","WFP",2020,"COU",71191380.68
"Africa","Middle Africa","Cameroon","WHO",2020,"COU",18441742
"Africa","Middle Africa","Central African Republic","DPKO",2020,"COU",1052339343
"Africa","Middle Africa","Central African Republic","FAO",2020,"COU",8809321.26
"Africa","Middle Africa","Central African Republic","ICC",2020,"COU",11298957.06
"Africa","Middle Africa","Central African Republic","ILO",2020,"COU",2670116.21
"Africa","Middle Africa","Central African Republic","IOM",2020,"COU",16345070.35
"Africa","Middle Africa","Central African Republic","UN",2020,"COU",29034820.08
